X,Y,gid,Name,description,altitudeMode,Status,OneWayRoad,Direction,CityCouncil,PostedSpeedLimit_MPH,Shape.len,ParentPathLength_Miles,ProjectName,MaintainedBy,PhysicalJurisdiction,PathType,ParentTerminiDesc,ParentPathName,FiftyMileLoop,SurfaceMaterial,ProjectTermini,Path_Width_ft,Field_1
-106.500728691626,35.1270559517906,2218,BikeRoute - Cars and bicycles share the street.,,clampToGround,Existing,<Null>,"N/E,S/W",8,25,2440.712779,0.46,<Null>,CABQ_SM,CITY OF ALBUQUERQUE,BikeRoute,from Montgomery to Comanche,Glen Canyon,<Null>,Asphalt,<Null>,<Null>,BikeRoute - Cars and bicycles share the street.
-106.540029226876,35.1479326438849,2221,BikeRoute - Cars and bicycles share the street.,,clampToGround,Existing,<Null>,<Null>,8,25,799.495095,0.15,<Null>,CABQ_SM,CITY OF ALBUQUERQUE,BikeRoute,from Layton to Camino del Sol,Estrelita del Norte,<Null>,Asphalt,<Null>,<Null>,BikeRoute - Cars and bicycles share the street.
-106.563146975854,35.1068986991721,2232,BikeRoute - Cars and bicycles share the street.,,clampToGround,Existing,<Null>,<Null>,7,25,1109.404746,0.21,<Null>,CABQ_SM,CITY OF ALBUQUERQUE,BikeRoute,from Arvada to Pennsylvania,Cutler,<Null>,Asphalt,<Null>,<Null>,BikeRoute - Cars and bicycles share the street.
-106.500407197313,35.1834796895153,2236,BikeRoute - Cars and bicycles share the street.,,clampToGround,Existing,<Null>,<Null>,99,25,1094.771519,0.2,<Null>,BERNCO,BERNALILLO COUNTY,BikeRoute,from Crimson Glory to Wilshire loops W of Tennyson,Crimson Glory,<Null>,Asphalt,<Null>,<Null>,BikeRoute - Cars and bicycles share the street.
-106.633576412766,35.1209827422136,2263,BikeRoute - Cars and bicycles share the street.,,clampToGround,Existing,<Null>,"N/E,S/W",99,35,1276.485979,0.24,<Null>,BERNCO,BERNALILLO COUNTY,BikeRoute,from Osuna to I-40,Edith,<Null>,Asphalt,<Null>,<Null>,BikeRoute - Cars and bicycles share the street.
-106.583046561388,35.1203345028848,2268,BikeRoute - Cars and bicycles share the street.,,clampToGround,Existing,<Null>,<Null>,7,25,2383.011622,0.45,<Null>,CABQ_SM,CITY OF ALBUQUERQUE,BikeRoute,from Comanche to Cutler,Palomas,<Null>,Asphalt,<Null>,<Null>,BikeRoute - Cars and bicycles share the street.
-106.66772055645,34.9272841661463,2278,NMDOT - A Bicycle facility Owned and Maintained by NMDOT with different design standards than CABQ.,,clampToGround,Existing,<Null>,N/S,99,<Null>,16412.525323,3.1,<Null>,NMDOT,Tribal Land,NMDOT Bike Facility,<Null>,NM-47,<Null>,Asphalt,<Null>,<Null>,NMDOT - A Bicycle facility Owned and Maintained by NMDOT with different design standards than CABQ.
-106.260852843643,35.0257116081708,2282,NMDOT - A Bicycle facility Owned and Maintained by NMDOT with different design standards than CABQ.,,clampToGround,Existing,<Null>,<Null>,99,<Null>,46312.553785,8.77,<Null>,NMDOT,BERNALILLO COUNTY,NMDOT Bike Facility,<Null>,NM-217,<Null>,Asphalt,<Null>,<Null>,NMDOT - A Bicycle facility Owned and Maintained by NMDOT with different design standards than CABQ.
-106.683231899719,35.1344066797768,2285,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,N/S,99,<Null>,3238.318041,0.61,Bosque Trail Maintenance,CABQ_OS,BERNALILLO COUNTY,Paved Multiple Use Trail,from Alameda Blvd to Bridge,Aldo Leopold Trail,<Null>,Asphalt,Rio Grande Valley State Park,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.717068182446,34.8840398594827,2291,NMDOT - A Bicycle facility Owned and Maintained by NMDOT with different design standards than CABQ.,,clampToGround,Existing,<Null>,N/S,<Null>,<Null>,14412.391268,2.72,<Null>,NMDOT,Tribal Land,NMDOT Bike Facility,<Null>,Coors (NM-45),<Null>,Asphalt,<Null>,<Null>,NMDOT - A Bicycle facility Owned and Maintained by NMDOT with different design standards than CABQ.
-106.773411976821,34.8131182930726,2298,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,Multiple,<Null>,<Null>,3842.461913,0.72,<Null>,Valencia County,Valencia County,Paved Multiple Use Trail,<Null>,Huning Ranch Park,<Null>,Asphalt,<Null>,<Null>,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.666087422262,35.0277907877546,2300,BikeRoute - Cars and bicycles share the street.,,clampToGround,Existing,<Null>,N/S,99,25,269.957601,0.05,<Null>,BERNCO_OS,BERNALILLO COUNTY,BikeRoute,from Bosque South Trail to Poco Loco,Belvedere,<Null>,Asphalt,<Null>,12,BikeRoute - Cars and bicycles share the street.
-106.669086049607,35.1789598134631,2304,BikeRoute - Cars and bicycles share the street.,,clampToGround,Existing,<Null>,<Null>,1,25,2172.632287,0.41,<Null>,CABQ_SM,CITY OF ALBUQUERQUE,BikeRoute,from Coors to Alamo,Canal Frontage,<Null>,Asphalt,<Null>,<Null>,BikeRoute - Cars and bicycles share the street.
-106.660488380292,35.1808310313013,2305,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,99,<Null>,2518.849401,0.47,<Null>,CABQ_PM,BERNALILLO COUNTY,Paved Multiple Use Trail,from Alamo to NDC,Paseo del Norte Trail,Y,Asphalt,<Null>,12,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.521700918979,35.0798993903671,2307,BikeRoute - Cars and bicycles share the street.,,clampToGround,Existing,<Null>,<Null>,9,25,1405.639564,0.26,<Null>,CABQ_SM,CITY OF ALBUQUERQUE,BikeRoute,from Tomasita to Supper Rock,Freeway,<Null>,Asphalt,<Null>,<Null>,BikeRoute - Cars and bicycles share the street.
-106.51947927883,35.0795093456779,2309,BikeRoute - Cars and bicycles share the street.,,clampToGround,Existing,<Null>,<Null>,9,25,316.104622,0.05,<Null>,CABQ_SM,CITY OF ALBUQUERQUE,BikeRoute,from Tomasita to Supper Rock,Jane,<Null>,Asphalt,<Null>,<Null>,BikeRoute - Cars and bicycles share the street.
-106.511942576472,35.1475691395211,2313,BikeRoute - Cars and bicycles share the street.,,clampToGround,Existing,<Null>,<Null>,8,25,3433.885484,0.65,<Null>,CABQ_SM,CITY OF ALBUQUERQUE,BikeRoute,from Malaguena to Tamarac,Kielich,<Null>,Asphalt,<Null>,<Null>,BikeRoute - Cars and bicycles share the street.
-106.50983199834,35.1483366628844,2314,BikeRoute - Cars and bicycles share the street.,,clampToGround,Existing,<Null>,<Null>,8,25,3329.838957,0.63,<Null>,CABQ_SM,CITY OF ALBUQUERQUE,BikeRoute,from Malaguena to Tamarac,San Victorio,<Null>,Asphalt,<Null>,<Null>,BikeRoute - Cars and bicycles share the street.
-106.61752472381,35.0948897746264,2324,BikeRoute - Cars and bicycles share the street.,,clampToGround,Existing,<Null>,<Null>,2,25,2807.812359,0.53,<Null>,CABQ_SM,CITY OF ALBUQUERQUE,BikeRoute,from Indian School to Lomas,Stanford,<Null>,Asphalt,<Null>,<Null>,BikeRoute - Cars and bicycles share the street.
-106.488091460935,35.1375331998405,2331,BikeRoute - Cars and bicycles share the street.,,clampToGround,Existing,<Null>,<Null>,8,25,1275.426346,0.24,<Null>,CABQ_SM,CITY OF ALBUQUERQUE,BikeRoute,from Tramway to Glenwood Hills,Manitoba,<Null>,Asphalt,<Null>,<Null>,BikeRoute - Cars and bicycles share the street.
-106.538987584376,35.1312658126359,2335,BikeRoute - Cars and bicycles share the street.,,clampToGround,Existing,<Null>,<Null>,8,25,872.297319,0.16,<Null>,CABQ_SM,CITY OF ALBUQUERQUE,BikeRoute,from Osuna to Walker,Dona Marguerita,<Null>,Asphalt,<Null>,<Null>,BikeRoute - Cars and bicycles share the street.
-106.60515301557,35.2795859361,2352,BikeLane - A portion of the street with a designated lane for bicycles.,,clampToGround,Existing,<Null>,N/S,<Null>,<Null>,5390.592242,1.02,<Null>,Rio Rancho,CITY OF RIO RANCHO,BikeLane,from Grande Vista to Mallard,Sandia Vista Rd,<Null>,Asphalt,<Null>,<Null>,BikeLane - A portion of the street with a designated lane for bicycles.
-106.57529809752,35.3331294005361,2363,BikeRoute - Cars and bicycles share the street.,,clampToGround,Existing,<Null>,<Null>,<Null>,<Null>,4049.714877,0.76,<Null>,NMDOT,CITY OF RIO RANCHO,BikeRoute,US550 from Northwest Loop to NMSR 528,US-550,<Null>,Asphalt,<Null>,<Null>,BikeRoute - Cars and bicycles share the street.
-106.660153647947,35.270235985218,2368,BikeLane - A portion of the street with a designated lane for bicycles.,,clampToGround,Existing,<Null>,<Null>,<Null>,<Null>,347.616285,0.06,<Null>,Rio Rancho,CITY OF RIO RANCHO,BikeLane,Broadmoor to Idalia,Loma Colorado Blvd,<Null>,Asphalt,<Null>,<Null>,BikeLane - A portion of the street with a designated lane for bicycles.
-106.658279585431,35.2648274592042,2370,BikeLane - A portion of the street with a designated lane for bicycles.,,clampToGround,Existing,<Null>,N/S,<Null>,<Null>,6338.248876,1.2,<Null>,Rio Rancho,CITY OF RIO RANCHO,BikeLane,from Loma Colorado to Meseta Ct,Terraza Blvd,<Null>,Asphalt,<Null>,<Null>,BikeLane - A portion of the street with a designated lane for bicycles.
-106.686134022603,35.3066475101452,2374,BikeLane - A portion of the street with a designated lane for bicycles.,,clampToGround,Existing,<Null>,<Null>,<Null>,<Null>,6810.235474,1.28,<Null>,NMDOT,CITY OF RIO RANCHO,BikeLane,<Null>,Paseo del Volcan (NM-347),<Null>,Asphalt,<Null>,<Null>,BikeLane - A portion of the street with a designated lane for bicycles.
-106.678289199885,35.3074490613177,2375,BikeLane - A portion of the street with a designated lane for bicycles.,,clampToGround,Existing,<Null>,E/W,<Null>,<Null>,3403.399181,0.64,<Null>,Rio Rancho,CITY OF RIO RANCHO,BikeLane,from Event Way to Broadmoor,Champion,<Null>,Asphalt,<Null>,<Null>,BikeLane - A portion of the street with a designated lane for bicycles.
-106.680398727139,35.2252620375345,2381,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,<Null>,<Null>,5455.409269,1.03,<Null>,Rio Rancho,CITY OF RIO RANCHO,Paved Multiple Use Trail,<Null>,Cabezon Trail,<Null>,Asphalt,<Null>,<Null>,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.690414630628,35.2332023012042,2385,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,<Null>,<Null>,181.594537,0.03,<Null>,Rio Rancho,CITY OF RIO RANCHO,Paved Multiple Use Trail,<Null>,Western Hills Dr SE,<Null>,Asphalt,<Null>,<Null>,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.677917132121,35.0544707216264,2391,BikeLane - A portion of the street with a designated lane for bicycles.,,clampToGround,Existing,<Null>,<Null>,99,<Null>,1050.770019,0.19,<Null>,BERNCO,BERNALILLO COUNTY,BikeLane,<Null>,Goff,<Null>,Asphalt,<Null>,<Null>,BikeLane - A portion of the street with a designated lane for bicycles.
-106.640445976559,35.1963541556238,2403,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,99,<Null>,182.783568,0.03,<Null>,BERNCO,BERNALILLO COUNTY,Paved Multiple Use Trail,from Alameda Blvd to Bridge,Paseo del Bosque Trail,<Null>,Asphalt,<Null>,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.637364459945,35.1946880229806,2407,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,99,<Null>,1119.121051,0.21,Alameda Reuse Diversion Facilities,CABQ_OS,BERNALILLO COUNTY,Paved Multiple Use Trail,from Paseo del Bosque Trail  to Balloon Museum,Alameda Trail,<Null>,Asphalt,@ the Rio Grande River between Alameda and Paseo del Norte,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.487034381787,35.0652866173063,2424,BikeRoute - Cars and bicycles share the street.,,clampToGround,Existing,<Null>,<Null>,9,45,2098.2802,0.39,<Null>,CABQ_SM,CITY OF ALBUQUERQUE,BikeRoute,Central from Tramway East,NM 333,<Null>,Asphalt,<Null>,<Null>,BikeRoute - Cars and bicycles share the street.
-106.632869273757,35.1374832585584,2438,BikeLane - A portion of the street with a designated lane for bicycles.,,clampToGround,Existing,<Null>,<Null>,2,35,476.202431,0.09,Montano Road Widening,CABQ_SM,CITY OF ALBUQUERQUE,BikeLane,from 2nd to  Renaissance,Montano,<Null>,Asphalt,"Montano Rd., 2nd St. to Alameda Lateral",6,BikeLane - A portion of the street with a designated lane for bicycles.
-106.649168844591,35.1848721828294,2414,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,Multiple,99,<Null>,1878.512443,0.35,<Null>,CABQ_OS,BERNALILLO COUNTY,Unpaved Multiple Use Trail,short path to river's edge,Bosque Trails,<Null>,Natural Surface,San Antonio Oxbow (Closed),<Null>,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.
-106.659594927011,35.1638147122092,2416,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,"N/E,S/W",99,<Null>,17512.893394,3.31,<Null>,CABQ_OS,BERNALILLO COUNTY,Unpaved Multiple Use Trail,<Null>,East Levee Road,<Null>,Natural Surface,<Null>,<Null>,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.
-106.690152029683,35.0698287208957,2455,BikeRoute - Cars and bicycles share the street.,,clampToGround,Existing,<Null>,"N/E,S/W",99,30,2970.377583,0.56,<Null>,BERNCO,BERNALILLO COUNTY,BikeRoute,from Juniper to Bridge,Atrisco,<Null>,Asphalt,<Null>,<Null>,BikeRoute - Cars and bicycles share the street.
-106.760421694288,35.0974135787043,2458,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,1,<Null>,5308.178982,1,Arroyo Vista Ph.2 APS Education Site,HOA,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from High Mesa to Ladera,98th,<Null>,Asphalt,Arroyo Vista from Tierra Pintada West to end of property,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.606235456575,35.1849855573218,2459,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,4,<Null>,444.730289,0.08,Alameda Trail County of Bernalillo Prj,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Paseo del Bosque Trail  to Balloon Museum,Alameda Trail,<Null>,Concrete,Alameda Trail  4th st to North Diversion Channel,6,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.564027915575,35.0658842634641,2464,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,Multiple,6,<Null>,1202.893845,0.22,<Null>,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,<Null>,Bike Trail,<Null>,Asphalt,<Null>,<Null>,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.675131029142,35.1210146550973,2469,BikeLane - A portion of the street with a designated lane for bicycles.,,clampToGround,Existing,<Null>,<Null>,2,35,11380.061913,2.15,RIO GRANDE BLVD. IMPROVEMENTS,CABQ_SM,CITY OF ALBUQUERQUE,BikeLane,from Paseo del Norte to Mountain,Rio Grande,<Null>,Asphalt,CENTRAL TO MONTANO,4,BikeLane - A portion of the street with a designated lane for bicycles.
-106.596506137488,35.0753778952368,2478,BikeLane - A portion of the street with a designated lane for bicycles.,,clampToGround,Existing,Y,<Null>,6,30,249.235068,0.04,Lead & Coal B/W Broadway and Washington SE,CABQ_SM,CITY OF ALBUQUERQUE,BikeLane,from 2nd to Washington,Coal,Y,Asphalt,Lead & Coal Imprv frm I-25 to Washington,6,BikeLane - A portion of the street with a designated lane for bicycles.
-106.575156388896,35.0987996174906,2482,BikeRoute - Cars and bicycles share the street.,,clampToGround,Existing,<Null>,"N/W,S/E",7,25,1404.990987,0.26,50 MILE ACTIVITY LOOP,CABQ_SM,CITY OF ALBUQUERQUE,BikeRoute,from San Pedro to Dakota,Zimmerman,Y,Asphalt,from San Pedro to Dakota,<Null>,BikeRoute - Cars and bicycles share the street.
-106.698435476373,35.1076706638918,2494,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,E/W,1,<Null>,688.169039,0.13,<Null>,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Unser to 7th,I-40 Trail,<Null>,Asphalt,<Null>,<Null>,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.705580491121,35.103923058455,2503,NMDOT - A Bicycle facility Owned and Maintained by NMDOT with different design standards than CABQ.,,clampToGround,Existing,<Null>,N/S,1,45,17946.735632,3.39,Coors,NMDOT,CITY OF ALBUQUERQUE,NMDOT Bike Facility,Coors from Calle Cuervo to n. of Cottonwood,Coors,<Null>,Asphalt,,<Null>,NMDOT - A Bicycle facility Owned and Maintained by NMDOT with different design standards than CABQ.
-106.709857161626,35.0650880312249,2504,BikeLane - A portion of the street with a designated lane for bicycles.,,clampToGround,Existing,<Null>,"N/W,S/E",99,45,5117.311916,0.96,<Null>,NMDOT,BERNALILLO COUNTY,BikeLane,from S of Bataan to S of Eduardo,Coors,<Null>,Asphalt,<Null>,<Null>,BikeLane - A portion of the street with a designated lane for bicycles.
-106.703824614729,35.1606957803663,2523,BikeRoute - Cars and bicycles share the street.,,clampToGround,Existing,<Null>,<Null>,5,25,915.60722,0.17,<Null>,CABQ_SM,CITY OF ALBUQUERQUE,BikeRoute,from San Ildefenso to Homestead,Mojave,<Null>,Asphalt,<Null>,<Null>,BikeRoute - Cars and bicycles share the street.
-106.555030856246,35.1128384958569,2535,BikeRoute - Cars and bicycles share the street.,,clampToGround,Existing,<Null>,<Null>,7,25,18015.709141,3.41,<Null>,CABQ_SM,CITY OF ALBUQUERQUE,BikeRoute,from Richmond to Morris,Claremont,<Null>,Asphalt,<Null>,<Null>,BikeRoute - Cars and bicycles share the street.
-106.699257846449,35.110925513805,2536,BikeRoute - Cars and bicycles share the street.,,clampToGround,Existing,<Null>,<Null>,1,<Null>,1173.666003,0.22,<Null>,CABQ_SM,CITY OF ALBUQUERQUE,BikeRoute,<Null>,Corona,<Null>,Paved,<Null>,<Null>,BikeRoute - Cars and bicycles share the street.
-106.656446171822,35.0294456626706,2542,BikeLane - A portion of the street with a designated lane for bicycles.,,clampToGround,Existing,<Null>,W,99,<Null>,1888.258124,0.35,<Null>,BERNCO,BERNALILLO COUNTY,BikeLane,<Null>,Avenida El Tren,<Null>,Asphalt,<Null>,<Null>,BikeLane - A portion of the street with a designated lane for bicycles.
-106.304428737271,35.1246096657371,2545,BikeRoute - Cars and bicycles share the street.,,clampToGround,Existing,<Null>,<Null>,99,45,4790.522547,0.9,<Null>,BERNCO,BERNALILLO COUNTY,BikeRoute,,Meadow,<Null>,Asphalt,<Null>,<Null>,BikeRoute - Cars and bicycles share the street.
-106.690237519482,35.3100836954009,2550,BikeRoute - Cars and bicycles share the street.,,clampToGround,Existing,<Null>,<Null>,<Null>,<Null>,336.42009,0.06,<Null>,Rio Rancho,CITY OF RIO RANCHO,BikeRoute,from Unser to King,College Blvd,<Null>,Asphalt,<Null>,<Null>,BikeRoute - Cars and bicycles share the street.
-106.610757726555,35.1361833479413,2568,BikeRoute - Cars and bicycles share the street.,,clampToGround,Existing,<Null>,<Null>,4,25,1347.637484,0.25,<Null>,CABQ_SM,CITY OF ALBUQUERQUE,BikeRoute,from Renaissance tp Montano,Renaissance,<Null>,Asphalt,<Null>,<Null>,BikeRoute - Cars and bicycles share the street.
-106.582508650357,35.1569779872487,2570,BikeLane - A portion of the street with a designated lane for bicycles.,,clampToGround,Existing,<Null>,<Null>,4,30,652.255951,0.12,<Null>,CABQ_SM,CITY OF ALBUQUERQUE,BikeLane,from E of Pan American to San Antonio,Forest Hills,<Null>,Asphalt,<Null>,<Null>,BikeLane - A portion of the street with a designated lane for bicycles.
-106.716352480452,35.1500372083014,2577,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,N/S,1,<Null>,1611.095072,0.3,UNSER BOULEVARD IMPROVEMENTS,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Mojave to Vulcan,Santo Domingo Trail,<Null>,Asphalt,DELLYNE TO MONTANO,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.502374608775,35.1964112011531,2580,NMDOT - A Bicycle facility Owned and Maintained by NMDOT with different design standards than CABQ.,,clampToGround,Existing,<Null>,<Null>,99,40,20274.456902,3.83,<Null>,NMDOT,BERNALILLO COUNTY,NMDOT Bike Facility,Tramway from Bien Mur to I-40,Tramway (NM-556),Y,Asphalt,<Null>,5,NMDOT - A Bicycle facility Owned and Maintained by NMDOT with different design standards than CABQ.
-106.572537067688,35.2659413078722,2586,NMDOT - A Bicycle facility Owned and Maintained by NMDOT with different design standards than CABQ.,,clampToGround,Existing,<Null>,<Null>,99,45,41588.61204,7.87,<Null>,NMDOT,BERNALILLO COUNTY,NMDOT Bike Facility,<Null>,NM-313,<Null>,Asphalt,<Null>,<Null>,NMDOT - A Bicycle facility Owned and Maintained by NMDOT with different design standards than CABQ.
-106.716976861558,35.3131265527191,2591,BikeLane - A portion of the street with a designated lane for bicycles.,,clampToGround,Existing,<Null>,E/W,<Null>,<Null>,3711.29858,0.7,<Null>,Rio Rancho,CITY OF RIO RANCHO,BikeLane,from King to 28th,Meadows Blvd,<Null>,Asphalt,<Null>,<Null>,BikeLane - A portion of the street with a designated lane for bicycles.
-106.727318016749,35.3165173022249,2592,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,<Null>,<Null>,2465.558883,0.46,<Null>,Rio Rancho,CITY OF RIO RANCHO,Paved Multiple Use Trail,from Rainbow to Wilpett,King,<Null>,Asphalt,<Null>,<Null>,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.67264407564,35.2451679654886,2595,BikeLane - A portion of the street with a designated lane for bicycles.,,clampToGround,Existing,<Null>,<Null>,<Null>,<Null>,607.49676,0.11,<Null>,Rio Rancho,CITY OF RIO RANCHO,BikeLane,Country Club S to Apartment Access,Country Club Dr,<Null>,Asphalt,<Null>,<Null>,BikeLane - A portion of the street with a designated lane for bicycles.
-106.698732709284,35.2121639754263,2600,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,N/S,5,<Null>,505.021896,0.09,Unser Widening from Bandelier to McMahon,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from S of Montezuma (Rio Rancho) to N of Paradise,Unser Trail N,<Null>,Asphalt,Unser between Bandelier to McMahon,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.696118824173,35.2185378419971,2607,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,<Null>,<Null>,421.082077,0.07,,Rio Rancho,CITY OF RIO RANCHO,Paved Multiple Use Trail,from S of Montezuma (Rio Rancho) to N of Paradise,Unser Trail N,<Null>,Asphalt,,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.69598030667,35.2201698696338,2609,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,<Null>,<Null>,760.733003,0.14,,Rio Rancho,CITY OF RIO RANCHO,Paved Multiple Use Trail,from S of Montezuma (Rio Rancho) to N of Paradise,Unser Trail N,<Null>,Asphalt,,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.710799688733,35.1709644075606,2616,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,5,<Null>,258.763591,0.04,"SAD 228 Volumes 1, 2 & 3",HOA,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Unser to Kimmick,Volcano Heights,<Null>,Crusher Fine,NW ABQ Kimmick Dr b/w Rainbow & PDN,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.710868171184,35.1712411969658,2617,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,5,<Null>,8403.777968,1.59,"SAD 228 Volumes 1, 2 & 3",HOA,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Unser to Kimmick,Volcano Heights,<Null>,Crusher Fine,NW ABQ Kimmick Dr b/w Rainbow & PDN,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.747318539246,35.0518604700666,2621,BikeRoute - Cars and bicycles share the street.,,clampToGround,Existing,<Null>,<Null>,3,25,688.972254,0.13,<Null>,CABQ_SM,CITY OF ALBUQUERQUE,BikeRoute,from De Vargas to Benavides/Del Mastro,Benavides,<Null>,Asphalt,<Null>,<Null>,BikeRoute - Cars and bicycles share the street.
-106.691950583172,35.1039634170935,2627,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,2,<Null>,1552.031945,0.29,<Null>,CABQ_OS,CITY OF ALBUQUERQUE,Unpaved Multiple Use Trail,"wide access road; heavy foot & bike, some vehicle traffic",Bosque Trails,<Null>,Crusher Fine,San Antonio Oxbow (Closed),<Null>,Unpaved Multiple Use Trail – An unpaved trail closed to automotive traffic.
-106.614110269942,34.9868525721522,2646,BikeLane - A portion of the street with a designated lane for bicycles.,,clampToGround,Existing,Y,S,6,25,789.922328,0.14,Mesa del Sol/UniversityBd.Extensn,CABQ_SM,CITY OF ALBUQUERQUE,BikeLane,from Arbus to Stryker,University West,<Null>,Asphalt,south of Rio Bravo & /east of University,6,BikeLane - A portion of the street with a designated lane for bicycles.
-106.688329783239,35.3113146604823,2649,BikeLane - A portion of the street with a designated lane for bicycles.,,clampToGround,Existing,<Null>,<Null>,<Null>,<Null>,1217.222981,0.23,<Null>,Rio Rancho,CITY OF RIO RANCHO,BikeLane,from Unser to King,HP,<Null>,Asphalt,<Null>,<Null>,BikeLane - A portion of the street with a designated lane for bicycles.
-106.587715745656,35.1062647909374,2651,BikeLane - A portion of the street with a designated lane for bicycles.,,clampToGround,Existing,N,S,7,35,576.706074,0.1,<Null>,CABQ_SM,CITY OF ALBUQUERQUE,BikeLane,from Prospect to Indian School,San Mateo,<Null>,Asphalt,<Null>,<Null>,BikeLane - A portion of the street with a designated lane for bicycles.
-106.612380330009,35.1165107903258,2655,Crossing- Bicycle or pedestrian under/over crossings.,,clampToGround,Existing,<Null>,N/S,7,<Null>,636.59766,0.12,North Diversion Channel Trail Under Crossings,CABQ_PM,CITY OF ALBUQUERQUE,Crossing,from Balloon Fiesta Park to UNM,North Diversion Channel Trail,<Null>,Concrete,North Diversion Channel at Candelaria,9,Crossing- Bicycle or pedestrian under/over crossings.
-106.66177562249,35.1106373770623,2666,BikeRoute - Cars and bicycles share the street.,,clampToGround,Existing,<Null>,<Null>,2,25,603.011918,0.11,INDIAN SCHOOL RD & MENAUL EXTENSION IMPROVEMENTS,CABQ_SM,CITY OF ALBUQUERQUE,BikeRoute,from Menaul Extension  to 12th,Indian School,<Null>,Asphalt,INDIAN SCHOOL BETWEEN MENAUL AND 12TH,5,BikeRoute - Cars and bicycles share the street.
-106.522763117474,35.1121374455208,2672,BikeRoute - Cars and bicycles share the street.,,clampToGround,Existing,<Null>,<Null>,8,25,749.90893,0.14,<Null>,CABQ_SM,CITY OF ALBUQUERQUE,BikeRoute,from Morris to Algodones,Lexington,<Null>,Asphalt,<Null>,<Null>,BikeRoute - Cars and bicycles share the street.
